pmc	pmid	filename	fullpath
3812041	24205243	PMC3812041.nxml	./data/non_comm_use.O-Z.xml/PLoS_One/PMC3812041.nxml
5712672	29204315	PMC5712672.nxml	./data/non_comm_use.O-Z.xml/Tremor_Other_Hyperkinet_Mov_(N_Y)/PMC5712672.nxml
3756914	23864706	PMC3756914.nxml	./data/non_comm_use.I-N.xml/Mol_Biol_Cell/PMC3756914.nxml
3198029	22025915	PMC3198029.nxml	./data/non_comm_use.C-H.xml/Front_Psychiatry/PMC3198029.nxml
4966271	26802568	PMC4966271.nxml	./data/non_comm_use.I-N.xml/Int_J_Neuropsychopharmacol/PMC4966271.nxml
4306659	25834301	PMC4306659.nxml	./data/non_comm_use.I-N.xml/J_Clin_Biochem_Nutr/PMC4306659.nxml
6186026	30338294	PMC6186026.nxml	./data/non_comm_use.I-N.xml/Neurol_Genet/PMC6186026.nxml
5566358	28860751	PMC5566358.nxml	./data/non_comm_use.I-N.xml/Int_J_Nanomedicine/PMC5566358.nxml
3742955	23732506	PMC3742955.nxml	./data/non_comm_use.O-Z.xml/Semin_Immunopathol/PMC3742955.nxml
6302556	30295186	PMC6302556.nxml	./data/non_comm_use.C-H.xml/Curr_Pharm_Des/PMC6302556.nxml
4200732	25337110	PMC4200732.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC4200732.nxml
3002401	21112253	PMC3002401.nxml	./data/non_comm_use.I-N.xml/Lancet_Neurol/PMC3002401.nxml
4825950	26564141	PMC4825950.nxml	./data/non_comm_use.C-H.xml/Curr_Neuropharmacol/PMC4825950.nxml
5365017	28260060	PMC5365017.nxml	./data/non_comm_use.I-N.xml/Mol_Med_Rep/PMC5365017.nxml
4516538	18624766	PMC4516538.nxml	./data/non_comm_use.I-N.xml/J_Cell_Mol_Med/PMC4516538.nxml
5723199	29284994	PMC5723199.nxml	./data/non_comm_use.I-N.xml/Mater_Sociomed/PMC5723199.nxml
5947136	29282717	PMC5947136.nxml	./data/non_comm_use.I-N.xml/J_Neurochem/PMC5947136.nxml
3891449	24316510	PMC3891449.nxml	./data/non_comm_use.A-B.xml/Brain/PMC3891449.nxml
5398318	25426580	PMC5398318.nxml	./data/non_comm_use.A-B.xml/Behav_Pharmacol/PMC5398318.nxml
3100220	21625414	PMC3100220.nxml	./data/non_comm_use.I-N.xml/Int_J_Gen_Med/PMC3100220.nxml
2883925	20213496	PMC2883925.nxml	./data/non_comm_use.O-Z.xml/Pflugers_Arch/PMC2883925.nxml
4488638	26140221	PMC4488638.nxml	./data/non_comm_use.A-B.xml/Anat_Cell_Biol/PMC4488638.nxml
3281244	22363300	PMC3281244.nxml	./data/non_comm_use.C-H.xml/Front_Psychiatry/PMC3281244.nxml
4323088	25679016	PMC4323088.nxml	./data/non_comm_use.C-H.xml/Genes_Dis/PMC4323088.nxml
2649866	19259359	PMC2649866.nxml	./data/non_comm_use.O-Z.xml/Yonsei_Med_J/PMC2649866.nxml
5653621	28831786	PMC5653621.nxml	./data/non_comm_use.I-N.xml/J_Clin_Neurol/PMC5653621.nxml
5090836	27857737	PMC5090836.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC5090836.nxml
3854682	23987648	PMC3854682.nxml	./data/non_comm_use.O-Z.xml/Stem_Cell_Res_Ther/PMC3854682.nxml
6202005	30425462	PMC6202005.nxml	./data/non_comm_use.C-H.xml/Clin_Interv_Aging/PMC6202005.nxml
6347887	30670517	PMC6347887.nxml	./data/non_comm_use.A-B.xml/BMJ_Open/PMC6347887.nxml
3459459	23055633	PMC3459459.nxml	./data/non_comm_use.O-Z.xml/Pharmacogn_Rev/PMC3459459.nxml
4854246	27175074	PMC4854246.nxml	./data/non_comm_use.I-N.xml/Int_J_Nanomedicine/PMC4854246.nxml
6293066	30564779	PMC6293066.nxml	./data/non_comm_use.C-H.xml/Epilepsia_Open/PMC6293066.nxml
3722332	23590900	PMC3722332.nxml	./data/non_comm_use.A-B.xml/Autophagy/PMC3722332.nxml
6032823	29574776	PMC6032823.nxml	./data/non_comm_use.C-H.xml/Clin_Pharmacol_Ther/PMC6032823.nxml
4577555	26424920	PMC4577555.nxml	./data/non_comm_use.A-B.xml/Biol_Sport/PMC4577555.nxml
2739634	19750235	PMC2739634.nxml	./data/non_comm_use.C-H.xml/Clin_Interv_Aging/PMC2739634.nxml
5045827	27225170	PMC5045827.nxml	./data/non_comm_use.C-H.xml/Drugs_R_D/PMC5045827.nxml
5021090	27597759	PMC5021090.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC5021090.nxml
4334292	25709501	PMC4334292.nxml	./data/non_comm_use.C-H.xml/Clin_Epidemiol/PMC4334292.nxml
3200491	22046150	PMC3200491.nxml	./data/non_comm_use.C-H.xml/Front_Integr_Neurosci/PMC3200491.nxml
1510934	17047298	PMC1510934.nxml	./data/non_comm_use.I-N.xml/J_Biomed_Biotechnol/PMC1510934.nxml
2151131	18040713	PMC2151131.nxml	./data/non_comm_use.O-Z.xml/Virchows_Arch/PMC2151131.nxml
4842457	27134376	PMC4842457.nxml	./data/non_comm_use.I-N.xml/J_Phys_Ther_Sci/PMC4842457.nxml
6079286	30090002	PMC6079286.nxml	./data/non_comm_use.O-Z.xml/World_J_Gastroenterol/PMC6079286.nxml
6202282	29695836	PMC6202282.nxml	./data/non_comm_use.I-N.xml/Mol_Psychiatry/PMC6202282.nxml
3189630	21895607	PMC3189630.nxml	./data/non_comm_use.A-B.xml/ASN_Neuro/PMC3189630.nxml
4930289	27350341	PMC4930289.nxml	./data/non_comm_use.A-B.xml/Biomol_Ther_(Seoul)/PMC4930289.nxml
5956805	29780862	PMC5956805.nxml	./data/non_comm_use.A-B.xml/Alzheimers_Dement_(Amst)/PMC5956805.nxml
4608923	26170192	PMC4608923.nxml	./data/non_comm_use.I-N.xml/Neth_Heart_J/PMC4608923.nxml
6007049	29793167	PMC6007049.nxml	./data/non_comm_use.O-Z.xml/Redox_Biol/PMC6007049.nxml
5958823	29844838	PMC5958823.nxml	./data/non_comm_use.O-Z.xml/Oncol_Lett/PMC5958823.nxml
3410354	22888398	PMC3410354.nxml	./data/non_comm_use.O-Z.xml/Oxid_Med_Cell_Longev/PMC3410354.nxml
4904446	27335539	PMC4904446.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC4904446.nxml
5870031	29562546	PMC5870031.nxml	./data/non_comm_use.I-N.xml/J_Alzheimers_Dis/PMC5870031.nxml
4725612	26628504	PMC4725612.nxml	./data/non_comm_use.O-Z.xml/Toxicol_Sci/PMC4725612.nxml
4431471	26056459	PMC4431471.nxml	./data/non_comm_use.O-Z.xml/Ther_Clin_Risk_Manag/PMC4431471.nxml
3919497	24516416	PMC3919497.nxml	./data/non_comm_use.C-H.xml/Dement_Geriatr_Cogn_Dis_Extra/PMC3919497.nxml
5444309	28424273	PMC5444309.nxml	./data/non_comm_use.I-N.xml/Neurology/PMC5444309.nxml
3518799	23240103	PMC3518799.nxml	./data/non_comm_use.O-Z.xml/Perspect_Med_Educ/PMC3518799.nxml
5950666	29722308	PMC5950666.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC5950666.nxml
6329912	30475098	PMC6329912.nxml	./data/non_comm_use.I-N.xml/Mol_Biol_Cell/PMC6329912.nxml
4237839	25426461	PMC4237839.nxml	./data/non_comm_use.I-N.xml/J_Exerc_Rehabil/PMC4237839.nxml
3850519	18525117	PMC3850519.nxml	./data/non_comm_use.C-H.xml/Dis_Markers/PMC3850519.nxml
5800509	29423459	PMC5800509.nxml	./data/non_comm_use.C-H.xml/Clin_Exp_Psychol/PMC5800509.nxml
5560656	28630030	PMC5560656.nxml	./data/non_comm_use.I-N.xml/Neurobiol_Dis/PMC5560656.nxml
5879881	29557359	PMC5879881.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC5879881.nxml
4990284	27430285	PMC4990284.nxml	./data/non_comm_use.I-N.xml/Int_J_Mol_Med/PMC4990284.nxml
500895	15285805	PMC500895.nxml	./data/non_comm_use.I-N.xml/J_Neuroinflammation/PMC500895.nxml
2699659	19557144	PMC2699659.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC2699659.nxml
4309905	24788684	PMC4309905.nxml	./data/non_comm_use.I-N.xml/Mol_Neurobiol/PMC4309905.nxml
4790405	26412069	PMC4790405.nxml	./data/non_comm_use.C-H.xml/Curr_Neuropharmacol/PMC4790405.nxml
3781729	24198508	PMC3781729.nxml	./data/non_comm_use.O-Z.xml/Stem_Cells_Cloning/PMC3781729.nxml
4117036	25205927	PMC4117036.nxml	./data/non_comm_use.A-B.xml/Ann_Neurosci/PMC4117036.nxml
1240548	11250811	PMC1240548.nxml	./data/non_comm_use.C-H.xml/Environ_Health_Perspect/PMC1240548.nxml
5321109	28134631	PMC5321109.nxml	./data/non_comm_use.I-N.xml/Neuroreport/PMC5321109.nxml
5830988	29490348	PMC5830988.nxml	./data/non_comm_use.I-N.xml/Invest_Ophthalmol_Vis_Sci/PMC5830988.nxml
4930295	27226437	PMC4930295.nxml	./data/non_comm_use.I-N.xml/J_Neurogastroenterol_Motil/PMC4930295.nxml
3105559	21694785	PMC3105559.nxml	./data/non_comm_use.I-N.xml/Ind_Psychiatry_J/PMC3105559.nxml
5771317	29376092	PMC5771317.nxml	./data/non_comm_use.A-B.xml/Ann_Clin_Transl_Neurol/PMC5771317.nxml
5648083	29085863	PMC5648083.nxml	./data/non_comm_use.C-H.xml/Gerontol_Geriatr_Med/PMC5648083.nxml
3525057	23250880	PMC3525057.nxml	./data/non_comm_use.A-B.xml/Brain/PMC3525057.nxml
5404497	28458571	PMC5404497.nxml	./data/non_comm_use.C-H.xml/Clin_Cosmet_Investig_Dermatol/PMC5404497.nxml
2733934	19668198	PMC2733934.nxml	./data/non_comm_use.I-N.xml/Nat_Neurosci/PMC2733934.nxml
2690857	19462243	PMC2690857.nxml	./data/non_comm_use.I-N.xml/Neuropsychol_Rev/PMC2690857.nxml
5405189	28377227	PMC5405189.nxml	./data/non_comm_use.C-H.xml/EBioMedicine/PMC5405189.nxml
4722190	26807022	PMC4722190.nxml	./data/non_comm_use.I-N.xml/Korean_J_Physiol_Pharmacol/PMC4722190.nxml
6224788	30487829	PMC6224788.nxml	./data/non_comm_use.I-N.xml/Int_J_Clin_Health_Psychol/PMC6224788.nxml
2515551	18592312	PMC2515551.nxml	./data/non_comm_use.I-N.xml/Mamm_Genome/PMC2515551.nxml
5745429	29312845	PMC5745429.nxml	./data/non_comm_use.O-Z.xml/World_J_Orthop/PMC5745429.nxml
4493419	26101267	PMC4493419.nxml	./data/non_comm_use.I-N.xml/J_Exp_Med/PMC4493419.nxml
3889699	23719903	PMC3889699.nxml	./data/non_comm_use.I-N.xml/Neurotox_Res/PMC3889699.nxml
4340825	25151963	PMC4340825.nxml	./data/non_comm_use.O-Z.xml/Oncogene/PMC4340825.nxml
3565687	23386360	PMC3565687.nxml	./data/non_comm_use.A-B.xml/BMJ/PMC3565687.nxml
2763079	19330384	PMC2763079.nxml	./data/non_comm_use.I-N.xml/Mol_Imaging_Biol/PMC2763079.nxml
6213025	30296824	PMC6213025.nxml	./data/non_comm_use.I-N.xml/J_Am_Chem_Soc/PMC6213025.nxml
4457230	26064066	PMC4457230.nxml	./data/non_comm_use.I-N.xml/J_Exp_Neurosci/PMC4457230.nxml
2821174	20162032	PMC2821174.nxml	./data/non_comm_use.C-H.xml/Front_Mol_Neurosci/PMC2821174.nxml
5364982	28260047	PMC5364982.nxml	./data/non_comm_use.I-N.xml/Mol_Med_Rep/PMC5364982.nxml
3706689	23843893	PMC3706689.nxml	./data/non_comm_use.O-Z.xml/Theranostics/PMC3706689.nxml
5422446	28271387	PMC5422446.nxml	./data/non_comm_use.O-Z.xml/Patient/PMC5422446.nxml
2875863	20514294	PMC2875863.nxml	./data/non_comm_use.A-B.xml/Acta_Histochem_Cytochem/PMC2875863.nxml
5630172	28993814	PMC5630172.nxml	./data/non_comm_use.A-B.xml/Alzheimers_Dement_(N_Y)/PMC5630172.nxml
4720143	26250473	PMC4720143.nxml	./data/non_comm_use.I-N.xml/Int_Psychogeriatr/PMC4720143.nxml
5099318	27172939	PMC5099318.nxml	./data/non_comm_use.I-N.xml/J_Neurol_Neurosurg_Psychiatry/PMC5099318.nxml
3291642	22228754	PMC3291642.nxml	./data/non_comm_use.C-H.xml/Dis_Model_Mech/PMC3291642.nxml
4833461	27114944	PMC4833461.nxml	./data/non_comm_use.I-N.xml/J_Tradit_Complement_Med/PMC4833461.nxml
5075013	27681702	PMC5075013.nxml	./data/non_comm_use.C-H.xml/Drugs_Aging/PMC5075013.nxml
6041884	29845869	PMC6041884.nxml	./data/non_comm_use.C-H.xml/Cell_Transplant/PMC6041884.nxml
4354365	25732305	PMC4354365.nxml	./data/non_comm_use.I-N.xml/J_Exp_Med/PMC4354365.nxml
5582299	28835021	PMC5582299.nxml	./data/non_comm_use.I-N.xml/Mol_Cells/PMC5582299.nxml
3181969	21485745	PMC3181969.nxml	./data/non_comm_use.C-H.xml/Dialogues_Clin_Neurosci/PMC3181969.nxml
6057688	30276314	PMC6057688.nxml	./data/non_comm_use.A-B.xml/Brain_Circ/PMC6057688.nxml
3081175	20551596	PMC3081175.nxml	./data/non_comm_use.O-Z.xml/Proc_Jpn_Acad_Ser_B_Phys_Biol_Sci/PMC3081175.nxml
57740	11591219	PMC57740.nxml	./data/non_comm_use.A-B.xml/BMC_Neurosci/PMC57740.nxml
4314611	25713746	PMC4314611.nxml	./data/non_comm_use.O-Z.xml/Tremor_Other_Hyperkinet_Mov_(N_Y)/PMC4314611.nxml
3365377	22704338	PMC3365377.nxml	./data/non_comm_use.C-H.xml/Clin_Epigenetics/PMC3365377.nxml
3880066	23672737	PMC3880066.nxml	./data/non_comm_use.O-Z.xml/Psychol_Med/PMC3880066.nxml
5641826	29071041	PMC5641826.nxml	./data/non_comm_use.I-N.xml/Neurol_Int/PMC5641826.nxml
6126483	30214270	PMC6126483.nxml	./data/non_comm_use.I-N.xml/J_Pain_Res/PMC6126483.nxml
5762928	29404005	PMC5762928.nxml	./data/non_comm_use.I-N.xml/J_Pharm_Anal/PMC5762928.nxml
3010821	21209725	PMC3010821.nxml	./data/non_comm_use.A-B.xml/Biologics/PMC3010821.nxml
5154381	28032013	PMC5154381.nxml	./data/non_comm_use.O-Z.xml/Rare_Dis/PMC5154381.nxml
4859121	27121510	PMC4859121.nxml	./data/non_comm_use.I-N.xml/Indian_J_Med_Res/PMC4859121.nxml
5645304	29062713	PMC5645304.nxml	./data/non_comm_use.I-N.xml/Mol_Genet_Metab_Rep/PMC5645304.nxml
5651346	29067320	PMC5651346.nxml	./data/non_comm_use.A-B.xml/Alzheimers_Dement_(N_Y)/PMC5651346.nxml
1510941	17047305	PMC1510941.nxml	./data/non_comm_use.I-N.xml/J_Biomed_Biotechnol/PMC1510941.nxml
3452010	16362694	PMC3452010.nxml	./data/non_comm_use.I-N.xml/J_Headache_Pain/PMC3452010.nxml
5374515	28373926	PMC5374515.nxml	./data/non_comm_use.O-Z.xml/Tremor_Other_Hyperkinet_Mov_(N_Y)/PMC5374515.nxml
2925531	20664637	PMC2925531.nxml	./data/non_comm_use.I-N.xml/Mol_Syst_Biol/PMC2925531.nxml
5090850	27857751	PMC5090850.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC5090850.nxml
3507229	23213462	PMC3507229.nxml	./data/non_comm_use.A-B.xml/Biol_Open/PMC3507229.nxml
5650043	28891419	PMC5650043.nxml	./data/non_comm_use.I-N.xml/Libyan_J_Med/PMC5650043.nxml
4713996	26338812	PMC4713996.nxml	./data/non_comm_use.I-N.xml/J_Neurol/PMC4713996.nxml
1592583	16883070	PMC1592583.nxml	./data/non_comm_use.I-N.xml/Mediators_Inflamm/PMC1592583.nxml
4596112	26424237	PMC4596112.nxml	./data/non_comm_use.I-N.xml/J_Clin_Neurol/PMC4596112.nxml
1526650	17047299	PMC1526650.nxml	./data/non_comm_use.I-N.xml/J_Biomed_Biotechnol/PMC1526650.nxml
5586452	28862956	PMC5586452.nxml	./data/non_comm_use.I-N.xml/J_Am_Heart_Assoc/PMC5586452.nxml
2884087	20407435	PMC2884087.nxml	./data/non_comm_use.I-N.xml/Nature/PMC2884087.nxml
2173284	11980917	PMC2173284.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC2173284.nxml
5784546	29399045	PMC5784546.nxml	./data/non_comm_use.O-Z.xml/Ther_Adv_Neurol_Disord/PMC5784546.nxml
4492756	26171223	PMC4492756.nxml	./data/non_comm_use.O-Z.xml/Pharmacol_Res_Perspect/PMC4492756.nxml
3758962	23883610	PMC3758962.nxml	./data/non_comm_use.O-Z.xml/Proc_Jpn_Acad_Ser_B_Phys_Biol_Sci/PMC3758962.nxml
4991604	27583303	PMC4991604.nxml	./data/non_comm_use.I-N.xml/Neurol_Genet/PMC4991604.nxml
5865474	28745072	PMC5865474.nxml	./data/non_comm_use.A-B.xml/Assessment/PMC5865474.nxml
2872234	20490324	PMC2872234.nxml	./data/non_comm_use.I-N.xml/J_Clin_Biochem_Nutr/PMC2872234.nxml
1779519	16737558	PMC1779519.nxml	./data/non_comm_use.C-H.xml/Genome_Biol/PMC1779519.nxml
5784352	29323043	PMC5784352.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC5784352.nxml
4512630	26019233	PMC4512630.nxml	./data/non_comm_use.C-H.xml/Hum_Mol_Genet/PMC4512630.nxml
4127417	25126518	PMC4127417.nxml	./data/non_comm_use.O-Z.xml/Redox_Biol/PMC4127417.nxml
3922788	24563714	PMC3922788.nxml	./data/non_comm_use.C-H.xml/Commun_Integr_Biol/PMC3922788.nxml
4793026	27065557	PMC4793026.nxml	./data/non_comm_use.I-N.xml/J_Phys_Ther_Sci/PMC4793026.nxml
3505534	22810728	PMC3505534.nxml	./data/non_comm_use.C-H.xml/Cogn_Affect_Behav_Neurosci/PMC3505534.nxml
4084841	24926564	PMC4084841.nxml	./data/non_comm_use.I-N.xml/J_Proteome_Res/PMC4084841.nxml
4339690	25741488	PMC4339690.nxml	./data/non_comm_use.C-H.xml/Clin_Transl_Imaging/PMC4339690.nxml
4863746	27231703	PMC4863746.nxml	./data/non_comm_use.A-B.xml/Ann_Clin_Transl_Neurol/PMC4863746.nxml
6110403	30124427	PMC6110403.nxml	./data/non_comm_use.O-Z.xml/Prev_Chronic_Dis/PMC6110403.nxml
3417805	20431266	PMC3417805.nxml	./data/non_comm_use.O-Z.xml/Proc_Jpn_Acad_Ser_B_Phys_Biol_Sci/PMC3417805.nxml
3269041	22319497	PMC3269041.nxml	./data/non_comm_use.C-H.xml/Front_Pharmacol/PMC3269041.nxml
4210646	25274536	PMC4210646.nxml	./data/non_comm_use.C-H.xml/Drugs/PMC4210646.nxml
6217933	30405276	PMC6217933.nxml	./data/non_comm_use.C-H.xml/Comput_Chem_Eng/PMC6217933.nxml
3605831	23307927	PMC3605831.nxml	./data/non_comm_use.C-H.xml/Hum_Mol_Genet/PMC3605831.nxml
3294068	22438673	PMC3294068.nxml	./data/non_comm_use.C-H.xml/Exp_Neurobiol/PMC3294068.nxml
6186304	30349262	PMC6186304.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC6186304.nxml
3015135	21212841	PMC3015135.nxml	./data/non_comm_use.C-H.xml/Front_Neurol/PMC3015135.nxml
5029777	25929487	PMC5029777.nxml	./data/non_comm_use.O-Z.xml/Wiley_Interdiscip_Rev_Syst_Biol_Med/PMC5029777.nxml
3572680	23440004	PMC3572680.nxml	./data/non_comm_use.O-Z.xml/Tremor_Other_Hyperkinet_Mov_(N_Y)/PMC3572680.nxml
2912345	20534808	PMC2912345.nxml	./data/non_comm_use.I-N.xml/Mol_Biol_Cell/PMC2912345.nxml
5596442	28912894	PMC5596442.nxml	./data/non_comm_use.O-Z.xml/Theranostics/PMC5596442.nxml
2950743	20941369	PMC2950743.nxml	./data/non_comm_use.C-H.xml/Front_Syst_Neurosci/PMC2950743.nxml
2529125	18596033	PMC2529125.nxml	./data/non_comm_use.I-N.xml/J_Biol_Chem/PMC2529125.nxml
2894449	20584912	PMC2894449.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC2894449.nxml
29102	11231879	PMC29102.nxml	./data/non_comm_use.A-B.xml/BMC_Neurosci/PMC29102.nxml
57000	11580865	PMC57000.nxml	./data/non_comm_use.A-B.xml/BMC_Neurosci/PMC57000.nxml
5355623	28216144	PMC5355623.nxml	./data/non_comm_use.O-Z.xml/Stem_Cell_Reports/PMC5355623.nxml
3958958	24653662	PMC3958958.nxml	./data/non_comm_use.C-H.xml/Curr_Genomics/PMC3958958.nxml
5741149	29074598	PMC5741149.nxml	./data/non_comm_use.C-H.xml/Diabetes/PMC5741149.nxml
3415362	22888252	PMC3415362.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC3415362.nxml
6208866	30464469	PMC6208866.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC6208866.nxml
4300016	25610786	PMC4300016.nxml	./data/non_comm_use.I-N.xml/Neuroimage_Clin/PMC4300016.nxml
6130799	30013199	PMC6130799.nxml	./data/non_comm_use.I-N.xml/Nat_Med/PMC6130799.nxml
4983713	27540345	PMC4983713.nxml	./data/non_comm_use.C-H.xml/EXCLI_J/PMC4983713.nxml
6026276	29971197	PMC6026276.nxml	./data/non_comm_use.O-Z.xml/Tremor_Other_Hyperkinet_Mov_(N_Y)/PMC6026276.nxml
5928571	29765854	PMC5928571.nxml	./data/non_comm_use.A-B.xml/Brain_Plast/PMC5928571.nxml
1241711	14594619	PMC1241711.nxml	./data/non_comm_use.C-H.xml/Environ_Health_Perspect/PMC1241711.nxml
2817085	19937010	PMC2817085.nxml	./data/non_comm_use.O-Z.xml/Pediatr_Cardiol/PMC2817085.nxml
3146980	21170594	PMC3146980.nxml	./data/non_comm_use.O-Z.xml/Pituitary/PMC3146980.nxml
3181655	22034128	PMC3181655.nxml	./data/non_comm_use.C-H.xml/Dialogues_Clin_Neurosci/PMC3181655.nxml
500868	15285804	PMC500868.nxml	./data/non_comm_use.I-N.xml/J_Neuroinflammation/PMC500868.nxml
2882562	20585378	PMC2882562.nxml	./data/non_comm_use.I-N.xml/J_Neurodev_Disord/PMC2882562.nxml
3021654	20938449	PMC3021654.nxml	./data/non_comm_use.O-Z.xml/Spinal_Cord/PMC3021654.nxml
2990589	20959823	PMC2990589.nxml	./data/non_comm_use.A-B.xml/Br_J_Cancer/PMC2990589.nxml
6120111	28730968	PMC6120111.nxml	./data/non_comm_use.C-H.xml/Curr_Neuropharmacol/PMC6120111.nxml
5698902	29255387	PMC5698902.nxml	./data/non_comm_use.C-H.xml/EXCLI_J/PMC5698902.nxml
4660755	26692859	PMC4660755.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC4660755.nxml
2861733	20142804	PMC2861733.nxml	./data/non_comm_use.I-N.xml/Lab_Invest/PMC2861733.nxml
137067	12437770	PMC137067.nxml	./data/non_comm_use.I-N.xml/J_Biol/PMC137067.nxml
3125769	21593128	PMC3125769.nxml	./data/non_comm_use.I-N.xml/Nucleic_Acids_Res/PMC3125769.nxml
2929436	20358418	PMC2929436.nxml	./data/non_comm_use.I-N.xml/J_Med_Toxicol/PMC2929436.nxml
4428477	25274108	PMC4428477.nxml	./data/non_comm_use.C-H.xml/Curr_Alzheimer_Res/PMC4428477.nxml
3063549	21088959	PMC3063549.nxml	./data/non_comm_use.O-Z.xml/Psychopharmacology_(Berl)/PMC3063549.nxml
6097013	29790959	PMC6097013.nxml	./data/non_comm_use.C-H.xml/Hum_Mol_Genet/PMC6097013.nxml
2426814	18568123	PMC2426814.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC2426814.nxml
2173682	14623864	PMC2173682.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC2173682.nxml
3324921	22518101	PMC3324921.nxml	./data/non_comm_use.C-H.xml/Front_Hum_Neurosci/PMC3324921.nxml
6036727	29989057	PMC6036727.nxml	./data/non_comm_use.I-N.xml/Int_J_Biol_Sci/PMC6036727.nxml
3309256	22506197	PMC3309256.nxml	./data/non_comm_use.A-B.xml/Ann_Rehabil_Med/PMC3309256.nxml
137069	12437768	PMC137069.nxml	./data/non_comm_use.I-N.xml/J_Biol/PMC137069.nxml
4148153	24762293	PMC4148153.nxml	./data/non_comm_use.I-N.xml/J_Med_Chem/PMC4148153.nxml
5869993	29562537	PMC5869993.nxml	./data/non_comm_use.I-N.xml/J_Alzheimers_Dis/PMC5869993.nxml
5598415	28962434	PMC5598415.nxml	./data/non_comm_use.O-Z.xml/Toxicol_Rep/PMC5598415.nxml
4055892	24925581	PMC4055892.nxml	./data/non_comm_use.O-Z.xml/Sci_Rep/PMC4055892.nxml
4136960	25143749	PMC4136960.nxml	./data/non_comm_use.C-H.xml/Clinicoecon_Outcomes_Res/PMC4136960.nxml
3380282	22737670	PMC3380282.nxml	./data/non_comm_use.C-H.xml/Front_Oncol/PMC3380282.nxml
2839910	20139430	PMC2839910.nxml	./data/non_comm_use.C-H.xml/Hum_Reprod/PMC2839910.nxml
3892984	24084700	PMC3892984.nxml	./data/non_comm_use.I-N.xml/J_Vis_Exp/PMC3892984.nxml
4152690	25190958	PMC4152690.nxml	./data/non_comm_use.I-N.xml/J_Anaesthesiol_Clin_Pharmacol/PMC4152690.nxml
6084867	30135932	PMC6084867.nxml	./data/non_comm_use.I-N.xml/IBRO_Rep/PMC6084867.nxml
3059695	21423520	PMC3059695.nxml	./data/non_comm_use.C-H.xml/Front_Synaptic_Neurosci/PMC3059695.nxml
4516400	26236759	PMC4516400.nxml	./data/non_comm_use.I-N.xml/Neurol_Neuroimmunol_Neuroinflamm/PMC4516400.nxml
4182976	24142322	PMC4182976.nxml	./data/non_comm_use.O-Z.xml/Rev_Paul_Pediatr/PMC4182976.nxml
4564887	26238288	PMC4564887.nxml	./data/non_comm_use.A-B.xml/Acta_Pharmacol_Sin/PMC4564887.nxml
2816248	20047087	PMC2816248.nxml	./data/non_comm_use.O-Z.xml/Qual_Life_Res/PMC2816248.nxml
3642746	23653887	PMC3642746.nxml	./data/non_comm_use.O-Z.xml/Surg_Neurol_Int/PMC3642746.nxml
2999819	21151809	PMC2999819.nxml	./data/non_comm_use.C-H.xml/Front_Aging_Neurosci/PMC2999819.nxml
3181955	20623919	PMC3181955.nxml	./data/non_comm_use.C-H.xml/Dialogues_Clin_Neurosci/PMC3181955.nxml
2821178	20161997	PMC2821178.nxml	./data/non_comm_use.C-H.xml/Front_Hum_Neurosci/PMC2821178.nxml
6082920	30081235	PMC6082920.nxml	./data/non_comm_use.I-N.xml/Mol_Ther_Nucleic_Acids/PMC6082920.nxml
3012175	20980462	PMC3012175.nxml	./data/non_comm_use.C-H.xml/Diabetes/PMC3012175.nxml
5671628	29124116	PMC5671628.nxml	./data/non_comm_use.A-B.xml/Alzheimers_Dement_(N_Y)/PMC5671628.nxml
2859878	20428511	PMC2859878.nxml	./data/non_comm_use.C-H.xml/Front_Behav_Neurosci/PMC2859878.nxml
3321621	22095276	PMC3321621.nxml	./data/non_comm_use.C-H.xml/Cell_Death_Differ/PMC3321621.nxml
3683166	23789114	PMC3683166.nxml	./data/non_comm_use.A-B.xml/Biol_Open/PMC3683166.nxml
4348428	25703232	PMC4348428.nxml	./data/non_comm_use.O-Z.xml/Redox_Biol/PMC4348428.nxml
3560292	21430775	PMC3560292.nxml	./data/non_comm_use.I-N.xml/Nature/PMC3560292.nxml
3238807	22203784	PMC3238807.nxml	./data/non_comm_use.I-N.xml/J_Biomed_Biotechnol/PMC3238807.nxml
