pmid,title,keywords,pubyear,jid
28108021,"Phenomenology and epidemiology of impulsive-compulsive behaviours in Parkinson's disease, atypical Parkinsonian disorders and non-Parkinsonian populations.",D003192:Compulsive Behavior;D006801:Humans;D007175:Impulsive Behavior;D010300:Parkinson Disease,2017,113
27215393,Profiling cognitive and neuropsychiatric heterogeneity in Parkinson's disease.,"D000342:Affective Symptoms;D000368:Aged;D000369:Aged, 80 and over;D016000:Cluster Analysis;D060825:Cognitive Dysfunction;D056344:Executive Function;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D010641:Phenotype;D012720:Severity of Illness Index",2018,20
27048443,Neuropsychiatric Issues in Parkinson's Disease.,"D000818:Animals;D001007:Anxiety;D057565:Apathy;D003072:Cognition Disorders;D003863:Depression;D007174:Disruptive, Impulse Control, and Conduct Disorders;D006801:Humans;D010300:Parkinson Disease;D011618:Psychotic Disorders",2016,135
26798982,Opioid antagonists in broadly defined behavioral addictions: a narrative review.,"D000437:Alcoholism;D002032:Bulimia;D003192:Compulsive Behavior;D007174:Disruptive, Impulse Control, and Conduct Disorders;D005715:Gambling;D006801:Humans;D009271:Naltrexone;D009292:Narcotic Antagonists;D009771:Obsessive-Compulsive Disorder;D016032:Randomized Controlled Trials as Topic;D014256:Trichotillomania",2016,136
25925985,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,"D000368:Aged;D001284:Atrophy;D001931:Brain Mapping;D002540:Cerebral Cortex;D007174:Disruptive, Impulse Control, and Conduct Disorders;D006801:Humans;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D017072:Neostriatum;D010300:Parkinson Disease",2015,53
25649923,Patterns of cortical thickness associated with impulse control disorders in Parkinson's disease.,"D000328:Adult;D000368:Aged;D002540:Cerebral Cortex;D007174:Disruptive, Impulse Control, and Conduct Disorders;D005260:Female;D005500:Follow-Up Studies;D006801:Humans;D008297:Male;D008875:Middle Aged;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D011569:Psychiatric Status Rating Scales;D012720:Severity of Illness Index",2015,28
25476402,Linking neuroscience with modern concepts of impulse control disorders in Parkinson's disease.,"D000818:Animals;D001921:Brain;D004195:Disease Models, Animal;D007174:Disruptive, Impulse Control, and Conduct Disorders;D018491:Dopamine Agonists;D006801:Humans;D007175:Impulsive Behavior;D010300:Parkinson Disease",2015,28
25406711,Salience processing and insular cortical function and dysfunction.,D001931:Brain Mapping;D002540:Cerebral Cortex;D006801:Humans;D001523:Mental Disorders;D009415:Nerve Net;D009434:Neural Pathways,2015,85
25370355,Clinical spectrum of impulse control disorders in Parkinson's disease.,"D000818:Animals;D001921:Brain;D003192:Compulsive Behavior;D007174:Disruptive, Impulse Control, and Conduct Disorders;D004298:Dopamine;D018491:Dopamine Agonists;D006801:Humans;D010300:Parkinson Disease",2015,28
25037206,Naltrexone for impulse control disorders in Parkinson disease: a placebo-controlled study.,"D000368:Aged;D007174:Disruptive, Impulse Control, and Conduct Disorders;D004311:Double-Blind Method;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D009271:Naltrexone;D009292:Narcotic Antagonists;D010300:Parkinson Disease",2014,53
24893708,Targeting impulsivity in Parkinson's disease using atomoxetine.,"D018759:Adrenergic Uptake Inhibitors;D000368:Aged;D000069445:Atomoxetine Hydrochloride;D001288:Attention;D003657:Decision Making;D004311:Double-Blind Method;D005260:Female;D005717:Games, Experimental;D006801:Humans;D007175:Impulsive Behavior;D007266:Inhibition (Psychology);D008297:Male;D008570:Memory, Short-Term;D008875:Middle Aged;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D011437:Propylamines;D011930:Reaction Time;D014706:Verbal Learning",2014,36
24832846,Reduced dopamine transporter binding predates impulse control disorders in Parkinson's disease.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D007174:Disruptive, Impulse Control, and Conduct Disorders;D004298:Dopamine;D050483:Dopamine Plasma Membrane Transport Proteins;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D012189:Retrospective Studies;D015899:Tomography, Emission-Computed, Single-Photon",2015,28
24578545,Selective serotonin reuptake inhibition modulates response inhibition in Parkinson's disease.,D000368:Aged;D001921:Brain;D015283:Citalopram;D018592:Cross-Over Studies;D056324:Diffusion Tensor Imaging;D004311:Double-Blind Method;D005260:Female;D006801:Humans;D007175:Impulsive Behavior;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D011930:Reaction Time;D017367:Serotonin Uptake Inhibitors,2014,36
24465678,Multiple modes of impulsivity in Parkinson's disease.,"D000328:Adult;D000368:Aged;D016022:Case-Control Studies;D003710:Demography;D005260:Female;D006801:Humans;D007175:Impulsive Behavior;D016014:Linear Models;D008297:Male;D008875:Middle Aged;D008959:Models, Neurological;D018377:Neurotransmitter Agents;D010300:Parkinson Disease;D025341:Principal Component Analysis;D013647:Task Performance and Analysis",2014,68
24434037,Impulse control disorder in patients with Parkinson's disease under dopamine agonist therapy: a multicentre study.,"D000279:Administration, Cutaneous;D000284:Administration, Oral;D000367:Age Factors;D000368:Aged;D000978:Antiparkinson Agents;D052160:Benzothiazoles;D007174:Disruptive, Impulse Control, and Conduct Disorders;D018491:Dopamine Agonists;D005260:Female;D006801:Humans;D007211:Indoles;D007980:Levodopa;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D000077487:Pramipexole;D012737:Sex Factors;D013764:Tetrahydronaphthalenes;D013876:Thiophenes",2014,16
24038587,Dopamine-agonists and impulsivity in Parkinson's disease: impulsive choices vs. impulsive actions.,"D052160:Benzothiazoles;D001921:Brain;D001931:Brain Mapping;D002755:Choice Behavior;D018491:Dopamine Agonists;D005260:Female;D006801:Humans;D007175:Impulsive Behavior;D008297:Male;D008875:Middle Aged;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D049268:Positron-Emission Tomography;D000077487:Pramipexole;D012201:Reward;D012815:Signal Processing, Computer-Assisted;D013647:Task Performance and Analysis",2014,137
23833269,Beyond and below the cortex: the contribution of striatal dysfunction to cognition and behaviour in neurodegeneration.,D002540:Cerebral Cortex;D003072:Cognition Disorders;D003342:Corpus Striatum;D006801:Humans;D009410:Nerve Degeneration;D009434:Neural Pathways;D019636:Neurodegenerative Diseases,2014,16
23565936,Uncertainty about mapping future actions into rewards may underlie performance on multiple measures of impulsivity in behavioral addiction: evidence from Parkinson's disease.,"D000328:Adult;D000368:Aged;D016739:Behavior, Addictive;D005260:Female;D006801:Humans;D007175:Impulsive Behavior;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D012201:Reward;D035501:Uncertainty",2013,138
23490464,Pathological gambling in Parkinson's disease. A comprehensive review.,D003072:Cognition Disorders;D046690:Deep Brain Stimulation;D015259:Dopamine Agents;D005715:Gambling;D006801:Humans;D010300:Parkinson Disease,2014,20
23378222,Neural response to visual sexual cues in dopamine treatment-linked hypersexuality in Parkinson's disease.,"D000328:Adult;D000368:Aged;D002540:Cerebral Cortex;D018592:Cross-Over Studies;D003463:Cues;D007174:Disruptive, Impulse Control, and Conduct Disorders;D018491:Dopamine Agonists;D005260:Female;D006801:Humans;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D010775:Photic Stimulation;D012725:Sexual Behavior;D016896:Treatment Outcome",2013,36
23296128,Screening for impulse control symptoms in patients with de novo Parkinson disease: a case-control study.,"D000368:Aged;D015415:Biomarkers;D018450:Disease Progression;D007174:Disruptive, Impulse Control, and Conduct Disorders;D005260:Female;D005715:Gambling;D006801:Humans;D008297:Male;D008875:Middle Aged;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D011569:Psychiatric Status Rating Scales;D012107:Research Design;D012306:Risk;D011795:Surveys and Questionnaires",2013,53
23123689,Prevalence and pharmacological factors associated with impulse-control disorder symptoms in patients with Parkinson disease.,"D000368:Aged;D007174:Disruptive, Impulse Control, and Conduct Disorders;D018491:Dopamine Agonists;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D015995:Prevalence;D012307:Risk Factors;D011795:Surveys and Questionnaires",2013,139
22986077,Disentangling common and specific neural subprocesses of response inhibition.,D000328:Adult;D002540:Cerebral Cortex;D003657:Decision Making;D005260:Female;D006801:Humans;D007266:Inhibition (Psychology);D008279:Magnetic Resonance Imaging;D008297:Male;D009415:Nerve Net;D009433:Neural Inhibition;D055815:Young Adult,2013,140
22766031,Extrastriatal dopaminergic abnormalities of DA homeostasis in Parkinson's patients with medication-induced pathological gambling: a [11C] FLB-457 and PET study.,D004298:Dopamine;D018491:Dopamine Agonists;D005715:Gambling;D006706:Homeostasis;D006801:Humans;D008636:Mesencephalon;D008875:Middle Aged;D010300:Parkinson Disease;D049268:Positron-Emission Tomography;D011759:Pyrrolidines;D019275:Radiopharmaceuticals;D012457:Salicylamides,2013,89
22713671,White matter pathology in Parkinson's disease: the effect of imaging protocol differences and relevance to executive function.,"D000368:Aged;D016880:Anisotropy;D001921:Brain;D001931:Brain Mapping;D038524:Diffusion Magnetic Resonance Imaging;D056344:Executive Function;D005260:Female;D006801:Humans;D008297:Male;D009413:Nerve Fibers, Myelinated;D010300:Parkinson Disease",2012,140
22526761,Iowa Gambling Task in patients with early-onset Parkinson's disease: strategy analysis.,D000328:Adult;D017668:Age of Onset;D003657:Decision Making;D056344:Executive Function;D005260:Female;D005715:Gambling;D006801:Humans;D008297:Male;D008875:Middle Aged;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D011597:Psychomotor Performance,2013,141
22134476,Dissociable effects of monoamine reuptake inhibitors on distinct forms of impulsive behavior in rats.,"D018759:Adrenergic Uptake Inhibitors;D000661:Amphetamine;D000818:Animals;D021461:Animals, Outbred Strains;D000069445:Atomoxetine Hydrochloride;D002755:Choice Behavior;D015283:Citalopram;D018765:Dopamine Uptake Inhibitors;D004305:Dose-Response Relationship, Drug;D007175:Impulsive Behavior;D008297:Male;D010879:Piperazines;D011437:Propylamines;D051381:Rats;D011930:Reaction Time;D012691:Serial Learning;D017367:Serotonin Uptake Inhibitors;D013997:Time Factors",2012,142
21983019,Impulse control disorders and depression in Finnish patients with Parkinson's disease.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D003430:Cross-Sectional Studies;D003863:Depression;D007174:Disruptive, Impulse Control, and Conduct Disorders;D005260:Female;D005387:Finland;D005715:Gambling;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D011569:Psychiatric Status Rating Scales;D012042:Registries;D012307:Risk Factors",2012,20
21725242,Impulse control disorders in Parkinson's disease: recent advances.,"D007174:Disruptive, Impulse Control, and Conduct Disorders;D004298:Dopamine;D006801:Humans;D015337:Multicenter Studies as Topic;D010300:Parkinson Disease;D011954:Receptors, Dopamine;D012201:Reward",2011,120
21596771,Dopamine agonists and risk: impulse control disorders in Parkinson's disease.,"D000328:Adult;D000368:Aged;D000704:Analysis of Variance;D001931:Brain Mapping;D007174:Disruptive, Impulse Control, and Conduct Disorders;D018491:Dopamine Agonists;D005260:Female;D006801:Humans;D007091:Image Processing, Computer-Assisted;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D010100:Oxygen;D010300:Parkinson Disease;D012307:Risk Factors;D012309:Risk-Taking",2011,36
21543619,Effective connectivity reveals important roles for both the hyperdirect (fronto-subthalamic) and the indirect (fronto-striatal-pallidal) fronto-basal ganglia pathways during response inhibition.,"D000293:Adolescent;D000328:Adult;D000704:Analysis of Variance;D001931:Brain Mapping;D003342:Corpus Striatum;D005260:Female;D005625:Frontal Lobe;D005917:Globus Pallidus;D006801:Humans;D007091:Image Processing, Computer-Assisted;D007266:Inhibition (Psychology);D008279:Magnetic Resonance Imaging;D008297:Male;D009434:Neural Pathways;D009483:Neuropsychological Tests;D011930:Reaction Time;D020531:Subthalamic Nucleus",2011,49
21486295,"Cognitive control and right ventrolateral prefrontal cortex: reflexive reorienting, motor inhibition, and action updating.","D003071:Cognition;D003463:Cues;D006801:Humans;D008954:Models, Biological;D009046:Motor Neurons;D009433:Neural Inhibition;D009949:Orientation;D017397:Prefrontal Cortex;D011859:Radiography;D012018:Reflex;D013037:Spatial Behavior",2011,143
21389298,Upregulation of D2-class signaling in dopamine-denervated striatum is in part mediated by D3 receptors acting on Ca V 2.1 channels via PIP2 depletion.,"D000818:Animals;D020864:Calcium Channels, N-Type;D003342:Corpus Striatum;D004298:Dopamine;D008297:Male;D051379:Mice;D008822:Mice, Transgenic;D054801:Phosphoinositide Phospholipase C;D051381:Rats;D017208:Rats, Wistar;D017448:Receptors, Dopamine D2;D050637:Receptors, Dopamine D3;D015398:Signal Transduction;D013562:Sympathectomy;D015854:Up-Regulation",2012,65
21284039,Pathological gambling in patients with Parkinson's disease is associated with fronto-striatal disconnection: a path modeling analysis.,"D000368:Aged;D000704:Analysis of Variance;D001931:Brain Mapping;D003342:Corpus Striatum;D005260:Female;D005715:Gambling;D006801:Humans;D007091:Image Processing, Computer-Assisted;D008297:Male;D008875:Middle Aged;D009434:Neural Pathways;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D017397:Prefrontal Cortex;D015899:Tomography, Emission-Computed, Single-Photon",2011,28
21247790,Stroop test performance in impulsive and non impulsive patients with Parkinson's disease.,D000368:Aged;D000704:Analysis of Variance;D001288:Attention;D005260:Female;D006801:Humans;D007175:Impulsive Behavior;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D011930:Reaction Time;D057190:Stroop Test;D014796:Visual Perception,2011,20
21069833,Systematic review of levodopa dose equivalency reporting in Parkinson's disease.,D000978:Antiparkinson Agents;D006801:Humans;D007980:Levodopa;D010300:Parkinson Disease,2011,28
20976739,Parkinson's disease and pathological gambling: results from a functional MRI study.,"D000368:Aged;D001921:Brain;D001931:Brain Mapping;D003463:Cues;D005260:Female;D005715:Gambling;D006801:Humans;D007091:Image Processing, Computer-Assisted;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D009483:Neuropsychological Tests;D010100:Oxygen;D010300:Parkinson Disease;D010775:Photic Stimulation",2011,28
20671181,Dopaminergic network differences in human impulsivity.,"D000293:Adolescent;D000328:Adult;D019969:Amphetamine-Related Disorders;D017660:Autoreceptors;D001549:Benzamides;D003342:Corpus Striatum;D003913:Dextroamphetamine;D004298:Dopamine;D005260:Female;D006801:Humans;D007175:Impulsive Behavior;D008024:Ligands;D008297:Male;D049268:Positron-Emission Tomography;D011759:Pyrrolidines;D017448:Receptors, Dopamine D2;D050637:Receptors, Dopamine D3;D015398:Signal Transduction;D013378:Substantia Nigra;D013681:Tegmentum Mesencephali;D017557:Ventral Tegmental Area;D055815:Young Adult",2010,18
20589879,Decreased ventral striatal activity with impulse control disorders in Parkinson's disease.,"D000328:Adult;D000368:Aged;D001479:Basal Ganglia;D007174:Disruptive, Impulse Control, and Conduct Disorders;D005260:Female;D006801:Humans;D007091:Image Processing, Computer-Assisted;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D010100:Oxygen;D010300:Parkinson Disease;D012146:Rest;D013647:Task Performance and Analysis",2010,28
20152119,Mechanisms underlying dopamine-mediated reward bias in compulsive behaviors.,D015982:Bias;D002755:Choice Behavior;D003192:Compulsive Behavior;D003342:Corpus Striatum;D004298:Dopamine;D005715:Gambling;D006801:Humans;D007858:Learning;D008279:Magnetic Resonance Imaging;D010300:Parkinson Disease;D012054:Reinforcement (Psychology);D012201:Reward,2010,42
20138482,Neurobiological correlates of problem gambling in a quasi-realistic blackjack scenario as revealed by fMRI.,"D000328:Adult;D001921:Brain;D001931:Brain Mapping;D005715:Gambling;D006801:Humans;D007091:Image Processing, Computer-Assisted;D007175:Impulsive Behavior;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D010100:Oxygen;D011930:Reaction Time;D012201:Reward;D018570:Risk Assessment;D013997:Time Factors",2010,144
20123548,"Impulse control disorders in Parkinson's disease: definition, epidemiology, risk factors, neurobiology and management.","D000818:Animals;D019468:Disease Management;D007174:Disruptive, Impulse Control, and Conduct Disorders;D006801:Humans;D010300:Parkinson Disease;D012307:Risk Factors",2010,20
19404616,"Dissociable effects of noradrenaline, dopamine, and serotonin uptake blockade on stop task performance in rats.","D000704:Analysis of Variance;D000818:Animals;D000069445:Atomoxetine Hydrochloride;D001522:Behavior, Animal;D015283:Citalopram;D003216:Conditioning, Operant;D004298:Dopamine;D004305:Dose-Response Relationship, Drug;D016316:Guanfacine;D007266:Inhibition (Psychology);D008297:Male;D014179:Neurotransmitter Uptake Inhibitors;D009638:Norepinephrine;D010879:Piperazines;D011437:Propylamines;D051381:Rats;D011930:Reaction Time;D012701:Serotonin;D017367:Serotonin Uptake Inhibitors;D013647:Task Performance and Analysis;D013997:Time Factors",2009,142
19346328,Increased striatal dopamine release in Parkinsonian patients with pathological gambling: a [11C] raclopride PET study.,D000368:Aged;D000704:Analysis of Variance;D002250:Carbon Radioisotopes;D016022:Case-Control Studies;D003342:Corpus Striatum;D004298:Dopamine;D018492:Dopamine Antagonists;D005260:Female;D005715:Gambling;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D049268:Positron-Emission Tomography;D011485:Protein Binding;D020891:Raclopride,2009,36
18384246,"A double-blind, placebo-controlled study of the opiate antagonist naltrexone in the treatment of pathological gambling urges.","D000293:Adolescent;D000328:Adult;D000368:Aged;D039721:Diagnostic and Statistical Manual of Mental Disorders;D007174:Disruptive, Impulse Control, and Conduct Disorders;D004311:Double-Blind Method;D004334:Drug Administration Schedule;D005260:Female;D005715:Gambling;D006801:Humans;D008297:Male;D008875:Middle Aged;D009271:Naltrexone;D009292:Narcotic Antagonists",2008,145
17897403,Serotonin transporter deficiency in rats improves inhibitory control but not behavioural flexibility.,"D000374:Aggression;D000704:Analysis of Variance;D000818:Animals;D030801:Animals, Genetically Modified;D001362:Avoidance Learning;D001522:Behavior, Animal;D002540:Cerebral Cortex;D002755:Choice Behavior;D006897:Hydroxyindoleacetic Acid;D007266:Inhibition (Psychology);D051381:Rats;D017208:Rats, Wistar;D011930:Reaction Time;D012701:Serotonin;D050486:Serotonin Plasma Membrane Transport Proteins",2008,146
17850833,Meta-analysis of Go/No-go tasks demonstrating that fMRI activation associated with response inhibition is task-dependent.,"D001931:Brain Mapping;D003657:Decision Making;D005260:Female;D005625:Frontal Lobe;D006801:Humans;D007091:Image Processing, Computer-Assisted;D007266:Inhibition (Psychology);D008279:Magnetic Resonance Imaging;D008297:Male;D015201:Meta-Analysis as Topic;D010100:Oxygen;D011930:Reaction Time",2008,147
17121746,Cortical activity in Parkinson's disease during executive processing depends on striatal involvement.,D000368:Aged;D016022:Case-Control Studies;D002421:Caudate Nucleus;D002540:Cerebral Cortex;D003071:Cognition;D006801:Humans;D008279:Magnetic Resonance Imaging;D008875:Middle Aged;D009044:Motor Cortex;D009778:Occipital Lobe;D010296:Parietal Lobe;D010300:Parkinson Disease;D017397:Prefrontal Cortex;D011581:Psychological Tests;D011930:Reaction Time,2007,36
16543934,Genetics of Parkinson disease: paradigm shifts and future prospects.,"D004777:Environment;D005799:Genes, Dominant;D005808:Genes, Recessive;D008040:Genetic Linkage;D006801:Humans;D009154:Mutation;D010300:Parkinson Disease;D015398:Signal Transduction",2006,55
15716523,Heterogeneity of Parkinson's disease in the early clinical stages using a data driven approach.,"D017668:Age of Onset;D000368:Aged;D003072:Cognition Disorders;D015331:Cohort Studies;D003863:Depression;D003937:Diagnosis, Differential;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D012016:Reference Values;D014202:Tremor",2005,16
15528409,By carrot or by stick: cognitive reinforcement learning in parkinsonism.,"D000368:Aged;D000978:Antiparkinson Agents;D001479:Basal Ganglia;D003071:Cognition;D003198:Computer Simulation;D004298:Dopamine;D030141:Feedback, Psychological;D005260:Female;D005625:Frontal Lobe;D006801:Humans;D007858:Learning;D008297:Male;D016555:Matched-Pair Analysis;D008875:Middle Aged;D008959:Models, Neurological;D010300:Parkinson Disease;D011336:Probability;D012054:Reinforcement (Psychology)",2005,18
12880848,An automated method for neuroanatomic and cytoarchitectonic atlas-based interrogation of fMRI data sets.,"D001921:Brain;D003627:Data Interpretation, Statistical;D001330:Electronic Data Processing;D006801:Humans;D007091:Image Processing, Computer-Assisted;D008279:Magnetic Resonance Imaging;D008959:Models, Neurological;D015203:Reproducibility of Results;D012984:Software",2003,140
12498954,Staging of brain pathology related to sporadic Parkinson's disease.,"D000368:Aged;D000369:Aged, 80 and over;D001921:Brain;D005260:Female;D006801:Humans;D016631:Lewy Bodies;D020961:Lewy Body Disease;D008297:Male;D008526:Medulla Oblongata;D019579:Neocortex;D010300:Parkinson Disease;D013702:Temporal Lobe",2003,87
11771995,Automated anatomical labeling of activations in SPM using a macroscopic anatomical parcellation of the MNI MRI single-subject brain.,"D001921:Brain;D001931:Brain Mapping;D003196:Computer Graphics;D004292:Dominance, Cerebral;D006801:Humans;D007091:Image Processing, Computer-Assisted;D021621:Imaging, Three-Dimensional;D008279:Magnetic Resonance Imaging;D012016:Reference Values",2002,140
9344826,Psychophysiological and modulatory interactions in neuroimaging.,"D001288:Attention;D001921:Brain;D003952:Diagnostic Imaging;D005145:Face;D006801:Humans;D008279:Magnetic Resonance Imaging;D008959:Models, Neurological;D009039:Motion Perception;D009434:Neural Pathways;D010364:Pattern Recognition, Visual;D011601:Psychophysics;D014055:Tomography, Emission-Computed",1997,140
8778124,Factor structure of the Barratt impulsiveness scale.,"D000704:Analysis of Variance;D016022:Case-Control Studies;D007174:Disruptive, Impulse Control, and Conduct Disorders;D005163:Factor Analysis, Statistical;D005260:Female;D006801:Humans;D007175:Impulsive Behavior;D008297:Male;D001523:Mental Disorders;D010555:Personality Inventory;D011329:Prisoners;D011594:Psychometrics;D019966:Substance-Related Disorders",1995,148
8401595,The neural basis of drug craving: an incentive-sensitization theory of addiction.,"D000222:Adaptation, Physiological;D000818:Animals;D001921:Brain;D003213:Conditioning (Psychology);D003342:Corpus Striatum;D004298:Dopamine;D006801:Humans;D008959:Models, Neurological;D009042:Motivation;D009714:Nucleus Accumbens;D012008:Recurrence;D012054:Reinforcement (Psychology);D019966:Substance-Related Disorders",1993,149
3450848,A comparison of the two one-sided tests procedure and the power approach for assessing the equivalence of average bioavailability.,"D001682:Biological Availability;D008954:Models, Biological;D010599:Pharmacokinetics;D013223:Statistics as Topic",1987,150
1564476,Accuracy of clinical diagnosis of idiopathic Parkinson's disease: a clinico-pathological study of 100 cases.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D001921:Brain;D005260:Female;D006801:Humans;D016631:Lewy Bodies;D008131:London;D008297:Male;D008875:Middle Aged;D009460:Neurologic Examination;D010300:Parkinson Disease;D011446:Prospective Studies;D014015:Tissue Banks",1992,16
1202204,"""Mini-mental state"". A practical method for grading the cognitive state of patients for the clinician.","D000328:Adult;D000342:Affective Symptoms;D000368:Aged;D001714:Bipolar Disorder;D003071:Cognition;D003072:Cognition Disorders;D006259:Craniocerebral Trauma;D003704:Dementia;D003863:Depression;D003937:Diagnosis, Differential;D005260:Female;D006801:Humans;D008297:Male;D001523:Mental Disorders;D008609:Mental Status Schedule;D008659:Metabolic Diseases;D008875:Middle Aged;D009497:Neurotic Disorders;D011569:Psychiatric Status Rating Scales;D012559:Schizophrenia;D019966:Substance-Related Disorders;D013997:Time Factors",1975,151
444788,A new depression scale designed to be sensitive to change.,D000293:Adolescent;D000328:Adult;D000368:Aged;D000639:Amitriptyline;D002997:Clomipramine;D003863:Depression;D004739:England;D005260:Female;D006801:Humans;D008297:Male;D008376:Maprotiline;D008803:Mianserin;D008875:Middle Aged;D011569:Psychiatric Status Rating Scales;D011594:Psychometrics;D013548:Sweden,1979,152
28592453,Diagnosis and management of dementia with Lewy bodies: Fourth consensus report of the DLB Consortium.,D015415:Biomarkers;D006801:Humans;D020961:Lewy Body Disease;D017410:Practice Guidelines as Topic,2017,53
27147117,Interference and conflict monitoring in individuals with amnestic mild cognitive impairment: A structural study of the anterior cingulate cortex.,VBM;amnestic mild cognitive impairment;anterior cingulate cortex;attentional control;conflict monitoring,2016,153
26705763,Neural correlates of attention-executive dysfunction in lewy body dementia and Alzheimer's disease.,D000368:Aged;D000544:Alzheimer Disease;D001288:Attention;D001921:Brain;D002800:Cholinesterase Inhibitors;D003463:Cues;D056344:Executive Function;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008279:Magnetic Resonance Imaging;D008297:Male;D009483:Neuropsychological Tests;D018697:Nootropic Agents;D010775:Photic Stimulation;D011930:Reaction Time;D014796:Visual Perception,2016,137
26270627,Resting state in Parkinson's disease dementia and dementia with Lewy bodies: commonalities and differences.,"D000368:Aged;D000369:Aged, 80 and over;D000704:Analysis of Variance;D001284:Atrophy;D016022:Case-Control Studies;D015331:Cohort Studies;D005260:Female;D066128:Gray Matter;D006801:Humans;D020961:Lewy Body Disease;D008279:Magnetic Resonance Imaging;D008297:Male;D008875:Middle Aged;D009483:Neuropsychological Tests;D010300:Parkinson Disease",2016,154
26260856,Atrophy patterns in early clinical stages across distinct phenotypes of Alzheimer's disease.,"D017668:Age of Onset;D000368:Aged;D000544:Alzheimer Disease;D000818:Animals;D018888:Aphasia, Primary Progressive;D001284:Atrophy;D002540:Cerebral Cortex;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D009415:Nerve Net;D010641:Phenotype;D013577:Syndrome",2016,137
25059393,Atrophy of the cholinergic basal forebrain in dementia with Lewy bodies and Alzheimer's disease dementia.,"D000368:Aged;D000369:Aged, 80 and over;D000544:Alzheimer Disease;D000704:Analysis of Variance;D001284:Atrophy;D018678:Cholinergic Agents;D005260:Female;D006624:Hippocampus;D006801:Humans;D007091:Image Processing, Computer-Assisted;D020961:Lewy Body Disease;D008279:Magnetic Resonance Imaging;D008297:Male;D008609:Mental Status Schedule;D009483:Neuropsychological Tests;D016548:Prosencephalon",2015,77
23681401,"Neuropsychiatric symptoms in patients with dementias associated with cortical Lewy bodies: pathophysiology, clinical features, and pharmacological management.",D000818:Animals;D002540:Cerebral Cortex;D003704:Dementia;D006801:Humans;D020961:Lewy Body Disease;D009474:Neurons;D018697:Nootropic Agents;D010300:Parkinson Disease;D009435:Synaptic Transmission,2013,155
23038420,Cognitive impairment in Parkinson's disease: the dual syndrome hypothesis.,"D000978:Antiparkinson Agents;D001923:Brain Chemistry;D003072:Cognition Disorders;D007174:Disruptive, Impulse Control, and Conduct Disorders;D056344:Executive Function;D006801:Humans;D010300:Parkinson Disease",2013,156
22500014,Visual cortex in dementia with Lewy bodies: magnetic resonance imaging study.,"D000368:Aged;D000369:Aged, 80 and over;D001931:Brain Mapping;D016022:Case-Control Studies;D002560:Cerebrovascular Circulation;D005260:Female;D006801:Humans;D016631:Lewy Bodies;D020961:Lewy Body Disease;D008279:Magnetic Resonance Imaging;D008297:Male;D009039:Motion Perception;D010775:Photic Stimulation;D014792:Visual Acuity;D014793:Visual Cortex",2012,152
21572439,Control of visual cortical signals by prefrontal dopamine.,"D000818:Animals;D001552:Benzazepines;D004298:Dopamine;D058785:GABA-A Receptor Agonists;D008253:Macaca mulatta;D009118:Muscimol;D009474:Neurons;D017397:Prefrontal Cortex;D017447:Receptors, Dopamine D1;D012438:Saccades;D014793:Visual Cortex;D014796:Visual Perception",2011,13
